pdv_id,pdv,cidade,tipologia,vendedor,supervisor,regime_compra,mes_entrada,caso_plantado,mes_inicio_caso
1192,Lanchonete Flor de Sal 2,Campo Ferrugem,Lanchonete,Ricardo Teixeira,Sérgio Gonçalves,mensal,2021-08,normal,
1193,Açaí Sabor Real,Serra Cansada,Açaiteria,Roberta Pinheiro,Amanda Machado,mensal,2023-03,normal,
1194,Padaria Raiz Forte,Bela Corrente,Padaria,Paulo Correia,Eduardo Cardoso,mensal,2022-08,atrito,
1195,Loja Luar,Praia do Sino,Loja de Conveniência,Wagner Braga,Sérgio Gonçalves,ciclico,2021-08,normal,
1196,Conveniência Central 2,Figueira Branca,Loja de Conveniência,Cláudia Correia,Vinícius Barbosa,esporadico,2024-06,atrito,
1197,Cantina Capim Doce 2,Xambrê,Restaurante,Wagner Alves,Amanda Machado,mensal,2021-08,normal,
1198,Padaria e Confeitaria Bela Vista,Cravinho do Sul,Padaria,Helena Vieira,Amanda Machado,mensal,2024-02,atrito,
1199,Mercadinho Horizonte 2,Pedra Molhada,Minimercado,Roberta Nogueira,André Santos,ciclico,2021-08,atrito,
1200,Restaurante Palmeira,Umbuzeiro,Restaurante,Helena Gonçalves,André Santos,mensal,2021-08,voltou,2026-01
1201,Lanches Vale Verde,São Braz do Campo,Lanchonete,Vanessa Teixeira,Sérgio Gonçalves,mensal,2021-12,normal,
1202,Mercado Candeia,Lagoa Vermelha do Norte,Minimercado,Marcos Bezerra,Amanda Machado,ciclico,2021-08,atrito,
1203,Café Pedra Alta,Jaraguandu,Cafeteria,Tatiane Sales,Mariana Cunha,esporadico,2022-11,normal,
1204,Ponto do Lanche Serrana,Sertão Novo,Lanchonete,Sabrina Siqueira,Sérgio Oliveira,ciclico,2021-08,normal,
1205,Supermercado Sol Nascente,Taquaruçu do Meio,Supermercado,Mariana Oliveira,Eduardo Cardoso,ciclico,2023-12,atrito,
1206,Panificadora Serrana 3,Lagoa Vermelha do Norte,Padaria,Fernanda Sampaio,Sérgio Gonçalves,esporadico,2021-08,normal,
1207,Conveniência Jatobá,Vila Aurora,Loja de Conveniência,Débora Faria,Mariana Cunha,ciclico,2021-08,atrito,
1208,Super Lagoa Azul,Quatro Cruzes,Supermercado,Renata Cardoso,Sérgio Gonçalves,esporadico,2021-08,normal,
1209,Padaria Palmeira 2,Xambrê,Padaria,Silvana Silva,Vinícius Barbosa,mensal,2022-09,atrito,
1210,Padaria Pinheiro 2,Guaraúna,Padaria,Ricardo Teixeira,Sérgio Gonçalves,mensal,2021-08,atrito,
1211,Restaurante Ouro Fino 2,Vila Aurora,Restaurante,Débora Nunes,Sérgio Gonçalves,esporadico,2022-04,atrito,
1212,Mercadinho Girassol 2,Campo Ferrugem,Minimercado,Simone Maia,André Santos,ciclico,2024-04,normal,
1213,Cafeteria Tijuca Velha,Três Bicas,Cafeteria,Aline Araújo,André Santos,esporadico,2025-02,normal,
1214,Gelateria Pedra Alta 2,Fonte Limeira,Sorveteria,Isabela Lopes,Mariana Cunha,mensal,2021-08,degrau,2025-08
1215,Panificadora Quintal 2,Vale Formoso do Norte,Padaria,Antônio Freitas,Vinícius Barbosa,ciclico,2022-12,normal,
1216,Açaí Juriti,Taquaruçu do Meio,Açaiteria,Vinícius Carvalho,Amanda Machado,mensal,2023-11,normal,
1217,Casa de Refeições Ipê Roxo 2,Porto Bandeira,Restaurante,Sandra Mendes,Sérgio Gonçalves,esporadico,2021-08,atrito,
1218,Padaria Vitória Régia,Santa Ilha,Padaria,Isabela Lopes,Mariana Cunha,mensal,2022-12,normal,
1219,Pizzaria Encanto,Bela Corrente,Pizzaria,Aline Duarte,Sérgio Gonçalves,mensal,2021-12,degrau,2025-11
1220,Lanchonete Central,Vila Aurora,Lanchonete,César Lopes,Mariana Cunha,ciclico,2021-08,atrito,
1221,Minimercado Vila Nova,Sertão Novo,Minimercado,Wagner Alves,Amanda Machado,mensal,2024-10,normal,
1222,Supermercado Oliveira,Tabuleiro Alto,Supermercado,Ricardo Teixeira,Sérgio Gonçalves,esporadico,2022-08,atrito,
1223,Mercado Estrela,Vila Cascata,Minimercado,Kelly Carvalho,Sérgio Gonçalves,ciclico,2025-02,normal,
1224,Lanches Tucano 2,Porto Bandeira,Lanchonete,Wagner Rodrigues,Mariana Cunha,ciclico,2021-10,normal,
1225,Cafeteria Santa Clara,Marimbondo,Cafeteria,César Lopes,Mariana Cunha,mensal,2024-11,normal,
1226,Panificadora Nascente 3,Taquaruçu do Meio,Padaria,Cláudia Correia,Vinícius Barbosa,mensal,2022-05,atrito,
1227,Cafeteria Girassol 2,Passo Ruivo,Cafeteria,Yara Coelho,Sérgio Oliveira,ciclico,2025-09,normal,
1228,Lanches Pitanga 3,São Braz do Campo,Lanchonete,Gabriel Ferreira,André Santos,mensal,2021-08,degrau,2025-11
1229,Açaí Bom Retiro,Vale Formoso do Norte,Açaiteria,Flávio Nogueira,Sérgio Oliveira,ciclico,2021-08,normal,
1230,Pizzaria Ipanema Velha,Bela Corrente,Pizzaria,Patrícia Rezende,Mariana Cunha,esporadico,2021-08,normal,
1231,Minimercado Cerrado,Jaraguandu,Minimercado,Silvana Santos,Mariana Cunha,ciclico,2025-10,normal,
1232,Mercado Varanda 4,São Braz do Campo,Minimercado,Wesley Lima,Sérgio Oliveira,esporadico,2023-12,normal,
1233,Pizza Primavera 2,Umbuzeiro,Pizzaria,Aline Pacheco,Mariana Cunha,ciclico,2022-11,normal,
1234,Açaiteria Candeia,Vila Cascata,Açaiteria,Helena Vieira,Amanda Machado,ciclico,2025-12,normal,
1235,Distribuidora Ouro Fino,Ipê Sereno,Atacadista,Wesley Lima,Sérgio Oliveira,mensal,2021-08,normal,
1236,Ponto do Lanche Olaria,Monte Cravo,Lanchonete,Igor Batista,Amanda Machado,mensal,2021-08,atrito,
1237,Conveniência Central 3,Barra do Piraquê,Loja de Conveniência,Joana Medeiros,Vinícius Barbosa,mensal,2021-08,mix,2025-07
1238,Buffet Xodó 2,Alto Sereno,Buffet e Eventos,Wesley Lima,Sérgio Oliveira,mensal,2023-09,atrito,
1239,Mercadinho Capim Doce,Marimbondo,Minimercado,Silvana Andrade,Amanda Machado,esporadico,2022-10,atrito,
1240,Gelateria Ponte Velha 2,Sertão Novo,Sorveteria,Geraldo Cavalcanti,Mariana Cunha,ciclico,2021-08,normal,
1241,Cantina Bela Vista 4,Ribeira Funda,Restaurante,Diego Martins,Sérgio Gonçalves,mensal,2021-08,normal,
1242,Pizzaria Trigal 2,Itaquerê,Pizzaria,Vanessa Teixeira,Sérgio Gonçalves,ciclico,2021-08,atrito,
1243,Supermercado Esperança,Encosta Nova,Supermercado,Simone Maia,André Santos,mensal,2021-08,normal,
1244,Panificadora Mirante 2,Ribeira Funda,Padaria,Juliana Xavier,Mariana Cunha,esporadico,2021-08,atrito,
1245,Padaria e Confeitaria Orquídea 2,Itaquerê,Padaria,Ricardo Teixeira,Sérgio Gonçalves,mensal,2022-12,normal,
1246,Pizzaria Jatobá,Lagoa Vermelha do Norte,Pizzaria,Helena Vieira,Amanda Machado,esporadico,2024-10,atrito,
1247,Padaria Serrana 2,Vila Cascata,Padaria,Gabriel Ferreira,André Santos,ciclico,2021-08,normal,
1248,Padaria e Confeitaria Sabor Real 2,Campo Ferrugem,Padaria,Roberta Pinheiro,Amanda Machado,ciclico,2023-09,normal,
1249,Minimercado Cravo 3,Xambrê,Minimercado,Joana Medeiros,Vinícius Barbosa,mensal,2021-08,normal,
1250,Mercadinho Maracanã Velho,Fonte Limeira,Minimercado,Wagner Braga,Sérgio Gonçalves,mensal,2021-08,degrau,2025-08
1251,Panificadora Guarani 2,Encosta Nova,Padaria,Jorge Sousa,Vinícius Barbosa,mensal,2021-08,normal,
1252,Panificadora Rosa dos Ventos,Umbuzeiro,Padaria,Gustavo Fonseca,Mariana Cunha,mensal,2021-08,mix,2025-11
1253,Supermercado Nascente,Umbuzeiro,Supermercado,Vanessa Teixeira,Sérgio Gonçalves,esporadico,2026-03,normal,
1254,Conveniência Juriti,Tabuleiro Alto,Loja de Conveniência,Emerson Carvalho,Eduardo Cardoso,esporadico,2021-08,atrito,
1255,Super Brisa,Vista Alegre do Ipê,Supermercado,Igor Rodrigues,Eduardo Cardoso,ciclico,2023-05,atrito,
1256,Restaurante Fonte Nova 2,Palmeira Torta,Restaurante,Ricardo Teixeira,Sérgio Gonçalves,mensal,2023-10,normal,
1257,Padaria Xodó,Piraquara do Oeste,Padaria,Jorge Sousa,Vinícius Barbosa,mensal,2021-08,normal,
1258,Distribuidora Candeia,Praia do Sino,Atacadista,Patrícia Braga,André Santos,esporadico,2024-10,normal,
1259,Supermercado Doce Lar,Taquaruçu do Meio,Supermercado,Silvana Santos,Mariana Cunha,ciclico,2025-05,normal,
1260,Hamburgueria Rio Claro,Taquaruçu do Meio,Hamburgueria,Murilo Alves,André Santos,mensal,2021-08,normal,
1261,Cantina Encanto,Praia do Sino,Restaurante,Viviane Soares,Mariana Cunha,ciclico,2022-10,atrito,
1262,Café Orquídea,Três Bicas,Cafeteria,Isabela Lopes,Mariana Cunha,esporadico,2023-11,normal,
1263,Cantina Serrana,Palmeira Torta,Restaurante,Sabrina Andrade,Vinícius Barbosa,mensal,2022-06,normal,
1264,Padaria e Confeitaria Central,Serra Cansada,Padaria,Vinícius Carvalho,Amanda Machado,mensal,2022-03,mix,2025-07
1265,Ponto do Lanche Ponte Velha,Umbuzeiro,Lanchonete,Viviane Soares,Mariana Cunha,mensal,2021-08,mix,2025-10
1266,Açaí Terra Boa 2,Cravinho do Sul,Açaiteria,Raquel Barbosa,Amanda Machado,ciclico,2021-08,normal,
1267,Lanchonete Olaria,Serra Cansada,Lanchonete,Murilo Alves,André Santos,esporadico,2021-08,atrito,
1268,Restaurante Figueira 2,Vista Alegre do Ipê,Restaurante,Helena Vieira,Amanda Machado,ciclico,2025-03,atrito,
1269,Mercadinho Figueira,Alto Sereno,Minimercado,Silvana Silva,Vinícius Barbosa,ciclico,2024-05,normal,
1270,Padaria Pitanga 2,Lagoa Vermelha do Norte,Padaria,Vinícius Siqueira,Eduardo Cardoso,mensal,2023-10,normal,
1271,Cantina Jatobá 2,Santa Ilha,Restaurante,Igor Bezerra,Amanda Machado,mensal,2021-08,atrito,
1272,Lanches Pinheiro,Vale Formoso do Norte,Lanchonete,César Araújo,Vinícius Barbosa,mensal,2021-08,normal,
1273,Pizzaria Doce Lar,Vale Formoso do Norte,Pizzaria,Diego Martins,Sérgio Gonçalves,esporadico,2025-10,normal,
1274,Panificadora Palmeira 3,Nova Aurora do Vale,Padaria,Cláudia Correia,Vinícius Barbosa,ciclico,2021-08,normal,
1275,Pizzaria Jacarandá,Várzea Comprida,Pizzaria,Aline Andrade,Sérgio Gonçalves,mensal,2021-08,normal,
1276,Casa de Refeições Ouro Fino,Campo Ferrugem,Restaurante,Cláudia Correia,Vinícius Barbosa,ciclico,2024-10,normal,
1277,Panificadora Jacarandá 2,Cravinho do Sul,Padaria,Cláudia Correia,Vinícius Barbosa,ciclico,2023-03,atrito,
1278,Minimercado Sossego 2,Guaraúna,Minimercado,César Lopes,Mariana Cunha,mensal,2021-08,atrito,
1279,Casa de Refeições Pinheiro,Cravinho do Sul,Restaurante,Tatiane Sales,Mariana Cunha,mensal,2021-08,normal,
1280,Lanchonete Pedra Alta 2,Xambrê,Lanchonete,Sandra Mendes,Sérgio Gonçalves,ciclico,2024-06,atrito,
1281,Açaí Juriti 2,Lagoa Vermelha do Norte,Açaiteria,Joana Medeiros,Vinícius Barbosa,mensal,2021-08,normal,
1282,Hamburgueria Sol Nascente,Palmeira Torta,Hamburgueria,Letícia Ferreira,Sérgio Oliveira,ciclico,2024-11,atrito,
1283,Restaurante Fonte Nova 3,Umbuzeiro,Restaurante,Aline Araújo,André Santos,mensal,2024-08,normal,
1284,Panificadora Doce Lar,Praia do Sino,Padaria,Wagner Braga,Sérgio Gonçalves,mensal,2021-08,normal,
1285,Padaria Estrela,Piraquara do Oeste,Padaria,Cláudia Miranda,Mariana Cunha,mensal,2024-12,atrito,
1286,Supermercado Vitória Régia,Passo Ruivo,Supermercado,Adriana Ferreira,André Santos,mensal,2021-08,parada,2026-03
1287,Burger Recanto,Barra do Piraquê,Hamburgueria,Wesley Lima,Sérgio Oliveira,mensal,2021-08,atrito,
1288,Restaurante Trigal 2,Palmeira Torta,Restaurante,Débora Faria,Mariana Cunha,mensal,2021-08,normal,
1289,Sorveteria Flor de Sal,Olho d'Água Grande,Sorveteria,Viviane Soares,Mariana Cunha,esporadico,2021-08,normal,
1290,Casa de Refeições Girassol 2,Vale Formoso do Norte,Restaurante,Letícia Ferreira,Sérgio Oliveira,mensal,2021-08,normal,
1291,Panificadora Jacarandá 3,Vale Formoso do Norte,Padaria,Wagner Martins,Amanda Machado,mensal,2023-12,normal,
1292,Restaurante Umbu 3,Vila Cascata,Restaurante,Elaine Lopes,Vinícius Barbosa,ciclico,2021-08,normal,
1293,Casa do Café Ipanema Velha,Umbuzeiro,Cafeteria,Aline Pacheco,Mariana Cunha,mensal,2024-03,normal,
1294,Restaurante Terra Boa 2,Umbuzeiro,Restaurante,Ricardo Teixeira,Sérgio Gonçalves,esporadico,2021-08,normal,
1295,Atacado São Jorge,Olho d'Água Grande,Atacadista,Aline Almeida,Sérgio Gonçalves,ciclico,2021-08,atrito,
1296,Loja Pedra Alta,Ribeira Funda,Loja de Conveniência,Wesley Lima,Sérgio Oliveira,esporadico,2021-08,atrito,
1297,Pizza Esperança 3,Pedra Molhada,Pizzaria,Marcos Bezerra,Amanda Machado,ciclico,2021-08,normal,
1298,Casa do Café Varanda,Figueira Branca,Cafeteria,Adriana Ferreira,André Santos,esporadico,2024-02,atrito,
1299,Loja Estrela,Quatro Cruzes,Loja de Conveniência,Aline Duarte,Sérgio Gonçalves,ciclico,2021-08,normal,
1300,Cantina Terra Boa,Palmeira Torta,Restaurante,Wesley Lima,Sérgio Oliveira,esporadico,2021-08,normal,
1301,Açaí Sol Nascente 2,Lagoa Vermelha do Norte,Açaiteria,André Batista,Sérgio Oliveira,mensal,2023-03,normal,
1302,Mercado Capim Doce 2,Bela Corrente,Minimercado,Juliana Pinheiro,Sérgio Gonçalves,esporadico,2021-08,atrito,
1303,Gelateria Bom Retiro 2,Alto Sereno,Sorveteria,Aline Araújo,André Santos,mensal,2021-11,atrito,
1304,Atacadão Ponte Velha,Nova Aurora do Vale,Atacadista,Cláudia Correia,Vinícius Barbosa,esporadico,2024-02,normal,
1305,Casa do Café Sabor Real,Jaraguandu,Cafeteria,Juliana Pinheiro,Sérgio Gonçalves,mensal,2022-07,normal,
1306,Super Candeia,Vila Cascata,Supermercado,Cláudia Correia,Vinícius Barbosa,ciclico,2021-08,normal,
1307,Padaria Doce Lar,Vila Aurora,Padaria,Wagner Braga,Sérgio Gonçalves,mensal,2021-08,atrito,
1308,Mercado Maracanã Velho 2,Lagoa Vermelha do Norte,Minimercado,Vanessa Teixeira,Sérgio Gonçalves,ciclico,2025-04,normal,
1309,Pizza Cerrado,Xambrê,Pizzaria,Wagner Braga,Sérgio Gonçalves,mensal,2025-04,normal,
1310,Restaurante Jacarandá 2,Várzea Comprida,Restaurante,Kelly Santos,Eduardo Cardoso,mensal,2021-08,normal,
1311,Pizzaria Nascente 3,Passo Ruivo,Pizzaria,Paulo Correia,Eduardo Cardoso,mensal,2021-08,atrito,
1312,Restaurante Bom Retiro 2,Pedra Molhada,Restaurante,Geraldo Cavalcanti,Mariana Cunha,mensal,2021-08,normal,
1313,Cantina Varanda 2,Ribeira Funda,Restaurante,Vinícius Siqueira,Eduardo Cardoso,mensal,2021-08,normal,
1314,Padaria e Confeitaria Quintal,Ipê Sereno,Padaria,Débora Maia,Eduardo Cardoso,ciclico,2021-08,normal,
1315,Mercado Sol Nascente,Praia do Sino,Minimercado,Gabriel Ferreira,André Santos,esporadico,2023-12,normal,
1316,Supermercado Jatobá 2,Xambrê,Supermercado,Vanessa Teixeira,Sérgio Gonçalves,mensal,2021-08,atrito,
1317,Café Quintal,Piraquara do Oeste,Cafeteria,Igor Rodrigues,Eduardo Cardoso,esporadico,2021-08,normal,
1318,Café Jacarandá 2,Campo Ferrugem,Cafeteria,Silvana Santos,Mariana Cunha,mensal,2022-04,atrito,
1319,Cafeteria Encanto,Pedra Molhada,Cafeteria,Aline Duarte,Sérgio Gonçalves,ciclico,2025-06,atrito,
1320,Supermercado Paraíso 2,Vale Formoso do Norte,Supermercado,Yara Coelho,Sérgio Oliveira,ciclico,2022-12,normal,
1321,Cantina Quintal,Encosta Nova,Restaurante,Silvana Santos,Mariana Cunha,esporadico,2021-08,normal,
1322,Lanchonete Fonte Nova,Várzea Comprida,Lanchonete,Wesley Siqueira,Amanda Machado,mensal,2026-03,normal,
1323,Burger Olaria,Palmeira Torta,Hamburgueria,César Lopes,Mariana Cunha,esporadico,2024-07,atrito,
1324,Padaria e Confeitaria Ponte Velha 2,Monte Cravo,Padaria,Vinícius Carvalho,Amanda Machado,mensal,2021-08,normal,
1325,Mercadinho Vitória Régia 4,Figueira Branca,Minimercado,Paulo Correia,Eduardo Cardoso,ciclico,2021-08,atrito,
1326,Padaria e Confeitaria Bela Vista 2,Praia do Sino,Padaria,Murilo Alves,André Santos,ciclico,2022-08,normal,
1327,Padaria Umbu,Nova Aurora do Vale,Padaria,Isabela Lopes,Mariana Cunha,mensal,2024-09,atrito,
1328,Mercadinho Paraíso,Palmeira Torta,Minimercado,Sabrina Andrade,Vinícius Barbosa,mensal,2022-11,normal,
1329,Restaurante Jacarandá 3,Piraquara do Oeste,Restaurante,Flávio Lima,André Santos,mensal,2021-08,normal,
1330,Super Nova Era 2,Tabuleiro Alto,Supermercado,Roberta Nogueira,André Santos,esporadico,2021-08,normal,
1331,Pizzaria Mirante 2,Cravinho do Sul,Pizzaria,Marcos Almeida,Sérgio Oliveira,mensal,2026-01,normal,
1332,Panificadora Umbu 3,Campo Ferrugem,Padaria,Joana Medeiros,Vinícius Barbosa,esporadico,2021-08,atrito,
1333,Mercadinho Cravo 2,Guaraúna,Minimercado,Raquel Ferreira,Vinícius Barbosa,mensal,2022-11,atrito,
1334,Panificadora Dois Irmãos 2,Barra do Piraquê,Padaria,Raquel Ferreira,Vinícius Barbosa,ciclico,2021-08,normal,
1335,Padaria e Confeitaria Sempre Viva,Figueira Branca,Padaria,Wagner Braga,Sérgio Gonçalves,mensal,2021-11,degrau,2026-02
1336,Super Porto Seguro Velho,Olho d'Água Grande,Supermercado,Vinícius Carvalho,Amanda Machado,ciclico,2024-01,normal,
1337,Supermercado Pedra Alta,Olho d'Água Grande,Supermercado,Cláudia Correia,Vinícius Barbosa,mensal,2025-03,normal,
1338,Gelateria Nascente,Lagoa Vermelha do Norte,Sorveteria,Cláudia Correia,Vinícius Barbosa,ciclico,2021-08,normal,
1339,Conveniência Raiz Forte,Porto Bandeira,Loja de Conveniência,Lucas Braga,André Santos,mensal,2021-08,atrito,
1340,Super Tucano 2,Vale Formoso do Norte,Supermercado,Joana Medeiros,Vinícius Barbosa,mensal,2025-05,atrito,
1341,Atacadão Horizonte,Porto Bandeira,Atacadista,Aline Andrade,Sérgio Gonçalves,mensal,2021-08,normal,
1342,Lanches Girassol 3,Campo Ferrugem,Lanchonete,Jorge Sousa,Vinícius Barbosa,mensal,2021-08,parada,2025-07
1343,Panificadora Fonte Nova 3,Passo Ruivo,Padaria,Simone Maia,André Santos,mensal,2021-08,normal,
1344,Cantina Maracanã Velho,Jaraguandu,Restaurante,Adriana Ferreira,André Santos,mensal,2021-08,sangramento,2025-07
1345,Burger Juriti,Figueira Branca,Hamburgueria,César Lopes,Mariana Cunha,mensal,2022-01,parada,2025-08
1346,Cantina Varanda 3,Vila Cascata,Restaurante,André Cardoso,Vinícius Barbosa,mensal,2021-08,normal,
1347,Mercadinho Sossego,Itaquerê,Minimercado,Cláudia Correia,Vinícius Barbosa,mensal,2021-08,normal,
1348,Super Xodó,Vila Aurora,Supermercado,Isabela Guimarães,André Santos,ciclico,2021-08,atrito,
1349,Distribuidora Pinheiro,Jaraguandu,Atacadista,Adriana Xavier,Eduardo Cardoso,esporadico,2024-12,normal,
1350,Minimercado Candeia 2,Vista Alegre do Ipê,Minimercado,Cláudia Correia,Vinícius Barbosa,mensal,2021-08,normal,
1351,Restaurante Encanto 2,Lagoa Vermelha do Norte,Restaurante,Igor Bezerra,Amanda Machado,ciclico,2023-12,normal,
1352,Açaí Juriti 3,Alto Sereno,Açaiteria,Kelly Santos,Eduardo Cardoso,mensal,2024-03,normal,
1353,Mercadinho Bela Vista 2,Tabuleiro Alto,Minimercado,Sandra Cardoso,André Santos,mensal,2021-08,normal,
1354,Gelateria Estrela,Quatro Cruzes,Sorveteria,Patrícia Rezende,Mariana Cunha,ciclico,2022-04,normal,
1355,Casa de Refeições Cascata 2,Passo Ruivo,Restaurante,Kelly Carvalho,Sérgio Gonçalves,mensal,2021-08,sangramento,2025-05
1356,Mercadinho Bom Retiro 2,Lagoa Vermelha do Norte,Minimercado,Aline Araújo,André Santos,esporadico,2024-08,normal,
1357,Ponto do Lanche Olaria 2,Tabuleiro Alto,Lanchonete,Sandra Cardoso,André Santos,mensal,2025-08,atrito,
1358,Padaria São Jorge,Porto Bandeira,Padaria,Wagner Braga,Sérgio Gonçalves,mensal,2021-08,atrito,
1359,Padaria e Confeitaria Farol,Cravinho do Sul,Padaria,Letícia Ferreira,Sérgio Oliveira,mensal,2021-09,normal,
1360,Supermercado Tucano 2,Vale Formoso do Norte,Supermercado,Sandra Cardoso,André Santos,mensal,2025-02,atrito,
1361,Burger Bom Retiro,Jaraguandu,Hamburgueria,César Lopes,Mariana Cunha,mensal,2021-08,mix,2025-07
1362,Supermercado Sabor Real 2,Passo Ruivo,Supermercado,Aline Pacheco,Mariana Cunha,esporadico,2022-04,normal,
1363,Açaiteria Nascente,Bela Corrente,Açaiteria,Flávio Lima,André Santos,ciclico,2025-09,normal,
1364,Gelateria Esperança 2,Encosta Nova,Sorveteria,Tatiane Sales,Mariana Cunha,ciclico,2025-10,normal,
1365,Burger Sabor Real,Taquaruçu do Meio,Hamburgueria,Aline Duarte,Sérgio Gonçalves,mensal,2021-08,normal,
1366,Pizza Trigal,Xambrê,Pizzaria,Aline Araújo,André Santos,esporadico,2021-08,normal,
1367,Restaurante Ipê Roxo 2,Vila Aurora,Restaurante,Vinícius Carvalho,Amanda Machado,ciclico,2023-02,normal,
1368,Padaria e Confeitaria Central 2,Itaquerê,Padaria,Antônio Freitas,Vinícius Barbosa,mensal,2021-08,normal,
1369,Cafeteria Flor de Sal 2,Fonte Limeira,Cafeteria,Simone Maia,André Santos,esporadico,2021-08,normal,
1370,Sorveteria Primavera,Guaraúna,Sorveteria,Vanessa Teixeira,Sérgio Gonçalves,esporadico,2021-08,normal,
1371,Pizzaria Bom Retiro,Lagoa Vermelha do Norte,Pizzaria,Cláudia Correia,Vinícius Barbosa,mensal,2023-06,normal,
1372,Eventos Guarani 2,Cravinho do Sul,Buffet e Eventos,Igor Bezerra,Amanda Machado,esporadico,2021-08,normal,
1373,Minimercado Primavera 3,Vila Aurora,Minimercado,Renata Cardoso,Sérgio Gonçalves,mensal,2025-01,normal,
1374,Panificadora Terra Boa 3,Barra do Piraquê,Padaria,Gabriel Ferreira,André Santos,esporadico,2025-08,atrito,
1375,Lanches Capim Doce,Ipê Sereno,Lanchonete,Elaine Lopes,Vinícius Barbosa,ciclico,2021-10,normal,
1376,Super Tijuca Velha 2,Fonte Limeira,Supermercado,Silvana Silva,Vinícius Barbosa,mensal,2025-03,normal,
1377,Panificadora Porto Seguro Velho 2,Cravinho do Sul,Padaria,Adriana Xavier,Eduardo Cardoso,mensal,2025-06,atrito,
1378,Conveniência Oliveira,Monte Cravo,Loja de Conveniência,André Batista,Sérgio Oliveira,mensal,2024-10,normal,
1379,Gelateria Rio Claro 3,Vale Formoso do Norte,Sorveteria,Cláudia Correia,Vinícius Barbosa,mensal,2021-08,voltou,2026-02
1380,Buffet Sossego,Monte Cravo,Buffet e Eventos,Aline Pacheco,Mariana Cunha,mensal,2025-02,normal,
1381,Padaria Primavera,Passo Ruivo,Padaria,João Cavalcanti,Eduardo Cardoso,mensal,2025-11,normal,
1382,Cantina Esperança,Figueira Branca,Restaurante,Vanessa Teixeira,Sérgio Gonçalves,esporadico,2024-05,normal,
1383,Padaria Veredas 2,Taquaruçu do Meio,Padaria,Flávio Nogueira,Sérgio Oliveira,ciclico,2023-06,atrito,
1384,Lanchonete Ipê Roxo,Ipê Sereno,Lanchonete,Jaqueline Alves,Sérgio Oliveira,esporadico,2021-08,normal,
1385,Casa do Café Jacarandá,Vale Formoso do Norte,Cafeteria,Paulo Correia,Eduardo Cardoso,esporadico,2021-08,atrito,
1386,Padaria Pinheiro 3,Cravinho do Sul,Padaria,Wesley Siqueira,Amanda Machado,mensal,2021-08,normal,
1387,Cafeteria Umbu,Vale Formoso do Norte,Cafeteria,Sandra Cardoso,André Santos,ciclico,2021-08,normal,
